"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EUR","Europe","","FIN","Finland","","1.38","1.38215","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","BRN","Brunei Darussalam","","1.44","1.43615","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AFR","Africa","","KEN","Kenya","","1.47","1.46549","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","JOR","Jordan","","1.94","1.93846","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EUR","Europe","","EST","Estonia","","1.94","1.94212","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AMR","Americas","","CUB","Cuba","","2.04","2.04161","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EUR","Europe","","ITA","Italy","","2.08","2.07574","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","LBY","Libya","","2.64","2.64451","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","YEM","Yemen","","2.97","2.97041","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","LBN","Lebanon","","3.09","3.09002","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EUR","Europe","","SMR","San Marino","","3.18","3.17985","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AMR","Americas","","GUY","Guyana","","3.38","3.37663","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","4.83","4.82863","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AMR","Americas","","DMA","Dominica","","5.56","5.55532","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","MDV","Maldives","","6.67","6.66622","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","6.86","6.86068","","","","","Only public sector data"
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2013","2013","","AFR","Africa","","COM","Comoros","","0.27","0.27214","","","","","Only public sector data"
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2013","2013","","AMR","Americas","","CRI","Costa Rica","","0.29","0.28735","","","","",""
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SWZ","Eswatini","","0.48","0.48019","","","","",""
"DEVICES05","Total density per 100 000 population: Specialized hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3014","PUBLISHED","Published","","2013","2013","","AMR","Americas","","ECU","Ecuador","","0.10","0.09531","","","","","Only public sector data"
"DEVICES05","Total density per 100 000 population: Specialized hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3014","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","EGY","Egypt","","0.12","0.12065","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","WSM","Samoa","","1.58","1.57586","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","EUR","Europe","","SMR","San Marino","","0.00","0.00000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","AFR","Africa","","STP","Sao Tome and Principe","","2.07","2.07261","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","0.00","0.00000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","AMR","Americas","","TTO","Trinidad and Tobago","","0.30","0.29825","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","EUR","Europe","","TUR","Turkey","","0.27","0.27091","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","AFR","Africa","","UGA","Uganda","","3.92","3.91709","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2013","2013","","AMR","Americas","","URY","Uruguay","","1.17","1.17403","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AFR","Africa","","BFA","Burkina Faso","","0.31","0.30706","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AMR","Americas","","ECU","Ecuador","","0.33","0.33041","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AMR","Americas","","GTM","Guatemala","","0.34","0.34264","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AFR","Africa","","ERI","Eritrea","","0.36","0.36317","","","","","Both public sector data and private sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","0.70","0.70297","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AMR","Americas","","JAM","Jamaica","","0.75","0.75434","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","EUR","Europe","","NLD","Netherlands","","0.76","0.76376","","","","","Only public sector data"
"DEVICES00","Total density per 100 000 population: Hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3361","PUBLISHED","Published","","2013","2013","","AFR","Africa","","CMR","Cameroon","","0.79","0.79087","","","","","Both public sector data and private sector data"
"DEVICES05","Total density per 100 000 population: Specialized hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3014","PUBLISHED","Published","","2013","2013","","EUR","Europe","","TUR","Turkey","","0.32","0.31628","","","","",""
"DEVICES05","Total density per 100 000 population: Specialized hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3014","PUBLISHED","Published","","2013","2013","","AFR","Africa","","UGA","Uganda","","0.01","0.00532","","","","",""
"DEVICES05","Total density per 100 000 population: Specialized hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3014","PUBLISHED","Published","","2013","2013","","AMR","Americas","","URY","Uruguay","","0.41","0.41091","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2014","2014","","EUR","Europe","","MKD","Republic of North Macedonia","","0.76","0.75932","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CMR","Cameroon","","8.43","8.43000","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","EUR","Europe","","HRV","Croatia","","0.82","0.82000","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CZE","Czechia","","229.33","229.33000","","","","",""
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","JOR","Jordan","","22.63","22.63000","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","85.39","85.39000","","","","",""
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LTU","Lithuania","","26.36","26.36000","","","","",""
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","MDV","Maldives","","12.03","12.03000","","","","",""
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","42.27","42.27000","","","","",""
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","MMR","Myanmar","","4.21","4.21000","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PAN","Panama","","13.65","13.65000","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PRY","Paraguay","","10.18","10.18000","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","AMR","Americas","","TTO","Trinidad and Tobago","","7.83","7.83000","","","","","Only public sector data"
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","EUR","Europe","","TUR","Turkey","","10.33","10.33000","","","","",""
"DEVICES01","Total density per 100 000 population: Health posts","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3010","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZMB","Zambia","","1.31","1.31000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","1.19","1.19000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BLZ","Belize","","12.84","12.84000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","BTN","Bhutan","","1.65","1.65000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CMR","Cameroon","","0.72","0.72000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CAF","Central African Republic","","2.09","2.09000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","0.30","0.30000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MLI","Mali","","5.68","5.68000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","MMR","Myanmar","","1.06","1.06000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","NPL","Nepal","","0.67","0.67000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TGO","Togo","","12.38","12.38000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AMR","Americas","","TTO","Trinidad and Tobago","","0.30","0.30000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","YEM","Yemen","","4.82","4.82000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","10.59","10.59000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ALB","Albania","","0.72","0.72000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BRB","Barbados","","0.00","0.00000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BLZ","Belize","","1.28","1.28000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","0.98","0.98000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","0.43","0.43000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SEN","Senegal","","0.61","0.61000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CIV","Côte d'Ivoire","","1.19","1.19000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DNK","Denmark","","0.52","0.52000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","EGY","Egypt","","0.50","0.50000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GMB","Gambia","","0.41","0.41000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AMR","Americas","","GRD","Grenada","","0.96","0.96000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HTI","Haiti","","0.17","0.17000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","EUR","Europe","","HUN","Hungary","","0.74","0.74000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","IDN","Indonesia","","0.45","0.45000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","0.00","0.00000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","2.03","2.03000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","0.37","0.37000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","MDV","Maldives","","6.65","6.65000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","1.27","1.27000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","MMR","Myanmar","","0.57","0.57000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","OMN","Oman","","1.26","1.26000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PAN","Panama","","0.43","0.43000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","EUR","Europe","","RUS","Russian Federation","","0.00","0.00000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","0.00","0.00000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SYC","Seychelles","","0.00","0.00000","","","","",""
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZAF","South Africa","","0.56","0.56000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SWZ","Eswatini","","0.17","0.17000","","","","","Only private sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TGO","Togo","","0.58","0.58000","","","","","Only public sector data"
"DEVICES03","Total density per 100 000 population: District/rural hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3012","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","0.41","0.41000","","","","",""
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ALB","Albania","","0.34","0.34000","","","","","Only public sector data"
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BLR","Belarus","","2.72","2.72000","","","","","Only public sector data"
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BEN","Benin","","0.06","0.06000","","","","","Only public sector data"
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","0.10","0.10000","","","","",""
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","0.12","0.12000","","","","","Only public sector data"
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","CHN","China","","0.00","0.00000","","","","",""
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CRI","Costa Rica","","0.24","0.24000","","","","",""
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DNK","Denmark","","0.41","0.41000","","","","","Only public sector data"
"DEVICES04","Total density per 100 000 population: Provincial hospitals","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3013","PUBLISHED","Published","","2010","2010","","AMR","Americas","","SLV","El Salvador","","0.03","0.03000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","STP","Sao Tome and Principe","","2.42","2.42000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PRY","Paraguay","","1.83","1.83000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PAN","Panama","","11.03","11.03000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","144.66","144.66000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ISR","Israel","","0.01","0.01000","","","","","Only private sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HTI","Haiti","","0.30","0.30000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GNB","Guinea-Bissau","","37.09","37.09000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","EUR","Europe","","FIN","Finland","","3.62","3.62000","","","","","Only public sector data"
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ERI","Eritrea","","1.07","1.07000","","","","",""
"DEVICES02","Total density per 100 000 population: Health centres","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3011","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","0.64","0.64000","","","","","Only public sector data"
