"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","5.7","5.66269","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","5.4","5.42314","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","6.4","6.39496","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","5.1","5.05810","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","5.6","5.61580","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","5.7","5.68827","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2013","2013","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","7.0","6.96488","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2014","2014","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","5.7","5.67620","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2015","2015","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","7.2","7.18279","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","6.4","6.40364","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2017","2017","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","SDN","Sudan","","6.3","6.34181","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","6.3","6.28476","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2001","2001","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","4.1","4.09541","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2002","2002","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.7","5.70780","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2003","2003","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.2","5.23449","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2004","2004","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.8","5.84804","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2005","2005","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.6","5.61498","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2006","2006","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","6.3","6.27044","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2007","2007","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.6","5.59070","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2008","2008","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.1","5.08278","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2009","2009","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.3","5.33047","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2010","2010","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","5.0","5.03042","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2011","2011","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","4.7","4.72144","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","4.6","4.58755","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2013","2013","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","4.8","4.80476","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2014","2014","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","4.8","4.84128","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2015","2015","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","6.2","6.21927","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2016","2016","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","6.3","6.27941","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2017","2017","","AMR","Americas","","WB_UMI","Upper-middle-income","","SUR","Suriname","","6.2","6.22977","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","7.4","7.40229","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2001","2001","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.0","8.02191","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2002","2002","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.3","8.34885","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2003","2003","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.5","8.45310","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2004","2004","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.3","8.25170","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2005","2005","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.3","8.26792","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2006","2006","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.2","8.15119","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2007","2007","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.1","8.06429","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2008","2008","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.3","8.30308","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2009","2009","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.9","8.93497","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2010","2010","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","8.5","8.47718","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2011","2011","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","10.7","10.66595","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","10.9","10.92613","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2013","2013","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","11.1","11.08894","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2014","2014","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","11.1","11.12972","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2015","2015","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","11.0","11.00372","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2016","2016","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","11.0","10.97613","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2017","2017","","EUR","Europe","","WB_HI","High-income","","SWE","Sweden","","11.0","11.01875","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","9.8","9.84357","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2001","2001","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.2","10.23142","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2002","2002","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.6","10.64118","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2003","2003","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.9","10.93651","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2004","2004","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","11.0","11.00394","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2005","2005","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.8","10.82197","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2006","2006","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.2","10.21398","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2007","2007","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.0","10.01601","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2008","2008","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.2","10.15154","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2009","2009","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.8","10.80916","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2010","2010","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.7","10.69854","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2011","2011","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","10.8","10.76851","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","11.1","11.05786","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2013","2013","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","11.3","11.31379","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2014","2014","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","11.5","11.49437","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2015","2015","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","11.9","11.88430","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2016","2016","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","12.2","12.22137","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2017","2017","","EUR","Europe","","WB_HI","High-income","","CHE","Switzerland","","12.3","12.34632","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","4.3","4.34962","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2001","2001","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","4.5","4.49367","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","4.5","4.52327","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2003","2003","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","5.1","5.11784","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","4.5","4.47936","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","4.1","4.10970","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","3.8","3.77772","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","3.7","3.72242","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2008","2008","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","3.4","3.39763","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","3.5","3.54646","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","3.3","3.27644","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","3.3","3.32856","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","3.6","3.56565","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","4.3","4.26492","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2001","2001","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","4.6","4.57803","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2002","2002","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","4.4","4.43647","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2003","2003","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","4.7","4.70219","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2004","2004","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","4.8","4.79911","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2005","2005","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","5.2","5.21025","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2006","2006","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","5.0","5.03255","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2007","2007","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","5.5","5.54050","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2008","2008","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","5.9","5.91207","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2009","2009","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","5.9","5.85580","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2010","2010","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","5.7","5.73543","","","","",""
"GHED_CHEGDP_SHA2011","Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4950","PUBLISHED","Published","","2011","2011","","EUR","Europe","","WB_LI","Low-income","","TJK","Tajikistan","","5.9","5.85972","","","","",""
